[2023-03-27 12:07:56,333]  - DEBUG - Falling back to TensorFlow client; we recommended you install the Cloud TPU client directly with pip install cloud-tpu-client.
[2023-03-27 12:08:01,992]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__120759\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 12:08:02,024]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__120759\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 12:08:02,024]  - INFO - successfully loaded data for the training !
[2023-03-27 12:08:07,246]  - INFO - Model has been declared successfully !
[2023-03-27 12:08:40,420]  - DEBUG - Creating converter from 5 to 3
[2023-03-27 12:08:52,328]  - INFO - model trained successfully !
[2023-03-27 12:08:52,328]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__120759\Model\epoch_history\epoch_history.pkl
[2023-03-27 12:08:52,344]  - DEBUG - Creating converter from 3 to 5
[2023-03-27 12:08:57,816]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__120759\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 12:08:57,832]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__120759\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 12:09:06,902]  - INFO - model evaluted with this accuracy :-3.38 and loss is :- 66.41
[2023-03-27 12:09:06,903]  - INFO - Model is underfit !
[2023-03-27 12:09:06,921]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__120759\DataTransformation\Tokenizer\tokenizer.pkl
[2023-03-27 12:09:06,924]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__120759\DataTransformation\lemmetized\lemmetizer.pkl
[2023-03-27 12:09:12,165]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__120759\DataTransformation\wordindex\word_index.pkl
[2023-03-27 12:09:12,166]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__120759\modelPusher\saved_models\lemmetizer.pkl
[2023-03-27 12:09:12,166]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__120759\modelPusher\saved_models\tokenizer.pkl
[2023-03-27 12:09:12,166]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__120759\modelPusher\saved_models\word_index.pkl
[2023-03-27 12:09:12,322]  - INFO - saved models in artifact -> Modelpusher
[2023-03-27 12:09:12,322]  - INFO - saved object file path :- saved_models\1\tokenizer\tokenizer.pkl
[2023-03-27 12:09:12,322]  - INFO - saved object file path :- saved_models\1\lemmetizer\lemmetizer.pkl
[2023-03-27 12:09:12,322]  - INFO - saved object file path :- saved_models\1\wordIndex\word_index.pkl
[2023-03-27 12:09:12,479]  - INFO - saved models in saved_models
[2023-03-27 12:09:12,479]  - INFO - Training Pipeline executed Successfully !
