[2023-03-27 11:59:50,418]  - DEBUG - Falling back to TensorFlow client; we recommended you install the Cloud TPU client directly with pip install cloud-tpu-client.
[2023-03-27 11:59:56,095]  - INFO - succesfully saved your trained data at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\DataTransformation\Trained_data
[2023-03-27 11:59:56,095]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:59:56,127]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:59:56,127]  - INFO - successfully loaded data for the training !
[2023-03-27 12:00:01,333]  - INFO - Model has been declared successfully !
[2023-03-27 12:00:31,663]  - DEBUG - Creating converter from 5 to 3
[2023-03-27 12:00:46,352]  - INFO - model trained successfully !
[2023-03-27 12:00:46,356]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\Model\epoch_history\epoch_history.pkl
[2023-03-27 12:00:46,369]  - DEBUG - Creating converter from 3 to 5
[2023-03-27 12:00:51,557]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 12:00:51,573]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 12:01:00,431]  - INFO - model evaluted with this accuracy :-3.66 and loss is :- 66.57
[2023-03-27 12:01:00,431]  - INFO - Model is underfit !
[2023-03-27 12:01:00,451]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\DataTransformation\Tokenizer\tokenizer.pkl
[2023-03-27 12:01:00,453]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\DataTransformation\lemmetized\lemmetizer.pkl
[2023-03-27 12:01:05,820]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\DataTransformation\wordindex\word_index.pkl
[2023-03-27 12:01:05,820]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\modelPusher\saved_models\lemmetizer.pkl
[2023-03-27 12:01:05,820]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\modelPusher\saved_models\tokenizer.pkl
[2023-03-27 12:01:05,836]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115953\modelPusher\saved_models\word_index.pkl
[2023-03-27 12:01:05,985]  - INFO - saved models in artifact -> pusherfiles
[2023-03-27 12:01:05,985]  - INFO - saved object file path :- saved_models\0\tokenizer\tokenizer.pkl
[2023-03-27 12:01:05,985]  - INFO - saved object file path :- saved_models\0\lemmetizer\lemmetizer.pkl
[2023-03-27 12:01:05,985]  - INFO - saved object file path :- saved_models\0\wordIndex\word_index.pkl
[2023-03-27 12:01:06,141]  - INFO - saved models in saved_models
