[2023-03-27 11:55:11,061]  - DEBUG - Falling back to TensorFlow client; we recommended you install the Cloud TPU client directly with pip install cloud-tpu-client.
[2023-03-27 11:55:16,407]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\wordindex\word_index.pkl
[2023-03-27 11:55:16,407]  - INFO - word index successfully save at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\wordindex\word_index.pkl
[2023-03-27 11:55:16,407]  - INFO - no. of unique words :- 1825
[2023-03-27 11:55:16,423]  - INFO - tokenizer successfully fit and saved on this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\Tokenizer\tokenizer.pkl
[2023-03-27 11:55:16,423]  - INFO - saving the cleaned text file
[2023-03-27 11:55:16,423]  - INFO - successfully saved the cleaned text file !
[2023-03-27 11:55:16,423]  - INFO - sequence data textfile successfully saved at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\SequenceData\sequencedata.txt
[2023-03-27 11:55:16,423]  - INFO - saving transformed data !
[2023-03-27 11:55:16,439]  - INFO - successfully saved sequence numpy array !
[2023-03-27 11:55:16,454]  - INFO - successfully transformed the y_data !
[2023-03-27 11:55:16,454]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:55:16,548]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:55:16,548]  - INFO - succesfully saved your trained data at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\Trained_data
[2023-03-27 11:55:16,564]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:55:16,579]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:55:16,579]  - INFO - successfully loaded data for the training !
[2023-03-27 11:55:21,787]  - INFO - Model has been declared successfully !
[2023-03-27 11:55:52,161]  - DEBUG - Creating converter from 5 to 3
[2023-03-27 11:56:07,010]  - INFO - model trained successfully !
[2023-03-27 11:56:07,014]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\Model\epoch_history\epoch_history.pkl
[2023-03-27 11:56:07,031]  - DEBUG - Creating converter from 3 to 5
[2023-03-27 11:56:12,247]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:56:12,263]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:56:21,066]  - INFO - model evaluted with this accuracy :-3.66 and loss is :- 66.58
[2023-03-27 11:56:21,066]  - INFO - Model is underfit !
[2023-03-27 11:56:21,082]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\Tokenizer\tokenizer.pkl
[2023-03-27 11:56:21,084]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\lemmetized\lemmetizer.pkl
[2023-03-27 11:56:26,274]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\DataTransformation\wordindex\word_index.pkl
[2023-03-27 11:56:26,274]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\modelPusher\saved_models\lemmetizer.pkl
[2023-03-27 11:56:26,274]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\modelPusher\saved_models\tokenizer.pkl
[2023-03-27 11:56:26,274]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115513\modelPusher\saved_models\word_index.pkl
[2023-03-27 11:56:26,430]  - INFO - saved models in artifact -> pusherfiles
[2023-03-27 11:56:26,430]  - INFO - saved object file path :- saved_models\0\tokenizer\tokenizer.pkl
[2023-03-27 11:56:26,430]  - INFO - saved object file path :- saved_models\0\lemmetizer\lemmetizer.pkl
[2023-03-27 11:56:26,446]  - INFO - saved object file path :- saved_models\0\wordIndex\word_index.pkl
[2023-03-27 11:56:26,595]  - INFO - saved models in saved_models
