[2023-03-27 13:40:31,340]  - DEBUG - Falling back to TensorFlow client; we recommended you install the Cloud TPU client directly with pip install cloud-tpu-client.
[2023-03-27 13:40:37,190]  - INFO - succesfully saved your trained data at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\DataTransformation\Trained_data
[2023-03-27 13:40:37,205]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 13:40:37,236]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 13:40:37,236]  - INFO - successfully loaded data for the training !
[2023-03-27 13:40:42,739]  - INFO - Model has been declared successfully !
[2023-03-27 13:41:13,918]  - DEBUG - Creating converter from 5 to 3
[2023-03-27 13:41:27,895]  - INFO - model trained successfully !
[2023-03-27 13:41:27,895]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\Model\epoch_history\epoch_history.pkl
[2023-03-27 13:41:27,910]  - DEBUG - Creating converter from 3 to 5
[2023-03-27 13:41:33,492]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 13:41:33,508]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 13:41:42,461]  - INFO - model evaluted with this accuracy :-3.66 and loss is :- 66.62
[2023-03-27 13:41:42,461]  - INFO - Model is underfit !
[2023-03-27 13:41:42,479]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\DataTransformation\Tokenizer\tokenizer.pkl
[2023-03-27 13:41:42,481]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\DataTransformation\lemmetized\lemmetizer.pkl
[2023-03-27 13:41:47,792]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\DataTransformation\wordindex\word_index.pkl
[2023-03-27 13:41:47,808]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\modelPusher\saved_models\lemmetizer.pkl
[2023-03-27 13:41:47,808]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\modelPusher\saved_models\tokenizer.pkl
[2023-03-27 13:41:47,808]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__134034\modelPusher\saved_models\word_index.pkl
[2023-03-27 13:41:47,964]  - INFO - saved models in artifact -> Modelpusher
[2023-03-27 13:41:47,964]  - INFO - saved object file path :- saved_models\1\tokenizer\tokenizer.pkl
[2023-03-27 13:41:47,964]  - INFO - saved object file path :- saved_models\1\lemmetizer\lemmetizer.pkl
[2023-03-27 13:41:47,979]  - INFO - saved object file path :- saved_models\1\wordIndex\word_index.pkl
[2023-03-27 13:41:48,138]  - INFO - saved models in saved_models
[2023-03-27 13:41:48,138]  - INFO - Training Pipeline executed Successfully !
[2023-03-27 13:41:57,349]  - INFO - loading all the models to get suggestions ..
[2023-03-27 13:41:57,362]  - INFO - successfully load the obj :- saved_models\1\tokenizer\tokenizer.pkl
[2023-03-27 13:41:57,364]  - INFO - successfully load the obj :- saved_models\1\lemmetizer\lemmetizer.pkl
[2023-03-27 13:42:02,775]  - INFO - successfully loaded all the model to get the suggestion !!
[2023-03-27 13:42:02,775]  - INFO - calling the suggestion functions!!
